1000
0 0 0.1 6.02 -0.374493 0.0757873 -8.45706 0.128749 0.991676 -0.00167193 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 0.bmp
1 -5.0379e-05 0.0999972 6.01855 -0.50379 0.0724277 -8.45706 0.128534 0.991691 -0.00524072 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 1.bmp
2 -0.000118142 0.099994 6.0171 -0.677683 0.0679105 -8.45706 0.128429 0.991696 -0.00672752 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 2.bmp
3 -0.00020928 0.0999902 6.01566 -0.911492 0.0618394 -8.45706 0.128246 0.991705 -0.00864139 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 3.bmp
4 -0.000331829 0.0999856 6.01421 -1.22571 0.0536847 -8.45706 0.1279 0.991723 -0.0112517 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 4.bmp
5 -0.000496555 0.0999799 6.01276 -1.64759 0.0427436 -8.45706 0.127269 0.991759 -0.0147224 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 5.bmp
6 -0.000717817 0.0999727 6.01132 -2.21311 0.0280919 -8.45706 0.126134 0.991826 -0.0192867 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 6.bmp
7 -0.00101464 0.0999635 6.00987 -2.96891 0.00853555 -8.45706 0.124124 0.991947 -0.0251824 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 7.bmp
8 -0.00141191 0.0999518 6.00842 -3.97377 -0.01742 -8.45706 0.120657 0.99216 -0.0325593 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 8.bmp
9 -0.00194155 0.0999366 6.00698 -5.29783 -0.0515425 -8.45706 0.114916 0.992517 -0.0412956 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 9.bmp
10 -0.00264769 0.0999161 6.00553 -7.06327 -0.105687 -8.45706 0.105568 0.993095 -0.051158 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 10.bmp
11 -0.0035731 0.0998896 6.00408 -9.25678 -0.164562 -8.45706 0.0925178 0.993893 -0.060139 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 11.bmp
12 -0.00449842 0.099856 6.00264 -9.25678 -0.236576 -8.45706 0.075387 0.994829 -0.0680567 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 12.bmp
13 -0.00542365 0.099813 6.00119 -9.25678 -0.329556 -8.45706 0.0677533 0.995133 -0.071547 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 13.bmp
14 -0.00634878 0.0997581 5.99975 -9.25678 -0.449599 -8.45706 0.0603038 0.99536 -0.0749772 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 14.bmp
15 -0.00727383 0.0996877 5.9983 -9.25678 -0.60457 -8.45706 0.0509605 0.995549 -0.079279 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 15.bmp
16 -0.00819878 0.0995972 5.99685 -9.25678 -0.8046 -8.45706 0.0389264 0.995637 -0.084807 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 16.bmp
17 -0.00912364 0.099481 5.99541 -9.25678 -1.06272 -8.45706 0.023405 0.995492 -0.0919153 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 17.bmp
18 -0.0100484 0.0993315 5.99396 -9.25678 -1.39565 -8.45706 0.00341186 0.994877 -0.101037 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 18.bmp
19 -0.0109731 0.0991391 5.99252 -9.25678 -1.82474 -8.45706 -0.022272 0.993379 -0.112704 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 19.bmp
20 -0.0118977 0.0988915 5.99107 -9.25678 -2.37704 -8.45706 -0.0551098 0.9903 -0.127546 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 20.bmp
21 -0.0128221 0.0985729 5.98963 -9.25678 -3.08643 -8.45706 -0.0967537 0.984502 -0.146265 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 21.bmp
22 -0.0137465 0.0981636 5.98818 -9.25678 -3.99441 -8.45706 -0.148851 0.974213 -0.169565 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 22.bmp
23 -0.0146708 0.0976388 5.98674 -9.25678 -5.15012 -8.45706 -0.212601 0.956872 -0.197983 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 23.bmp
24 -0.0155951 0.0969682 5.98529 -9.25678 -6.60843 -8.45706 -0.287953 0.929209 -0.231632 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 24.bmp
25 -0.0165192 0.0961222 5.98385 -9.25678 -8.36324 -8.45706 -0.37015 0.889199 -0.268912 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 25.bmp
26 -0.0176849 0.0950555 5.98241 -11.6743 -10.5709 -8.45706 -0.418216 0.844645 -0.334172 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 26.bmp
27 -0.0188506 0.0939889 5.98096 -11.6743 -10.5709 -8.45706 -0.389008 0.854954 -0.343112 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 27.bmp
28 -0.0200162 0.0929224 5.97952 -11.6743 -10.5709 -8.45706 -0.373442 0.862216 -0.342234 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 28.bmp
29 -0.0211816 0.091856 5.97808 -11.6743 -10.5709 -8.45706 -0.369351 0.86432 -0.341365 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 29.bmp
30 -0.0223469 0.0907897 5.97663 -11.6743 -10.5709 -8.45706 -0.368712 0.864698 -0.341098 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 30.bmp
31 -0.0235121 0.0897236 5.97519 -11.6743 -10.5709 -8.45706 -0.368701 0.864723 -0.341047 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 31.bmp
32 -0.0246772 0.0886575 5.97375 -11.6743 -10.5709 -8.45706 -0.368734 0.864711 -0.341042 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 32.bmp
33 -0.0258421 0.0875916 5.9723 -11.6743 -10.5709 -8.45706 -0.368747 0.864705 -0.341043 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 33.bmp
34 -0.027007 0.0865257 5.97086 -11.6743 -10.5709 -8.45706 -0.36875 0.864704 -0.341044 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 34.bmp
35 -0.0281717 0.08546 5.96942 -11.6743 -10.5709 -8.45706 -0.36875 0.864703 -0.341044 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 35.bmp
36 -0.0293363 0.0843943 5.96797 -11.6743 -10.5709 -8.45706 -0.36875 0.864703 -0.341044 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 36.bmp
37 -0.0305008 0.0833288 5.96653 -11.6743 -10.5709 -8.45706 -0.36875 0.864703 -0.341044 1 400 400 -2 2 0.5 2 18 100 0 1.2 0 37.bmp
